fold_years,oof_rmse,oof_r2,fold_rmse_mean,fold_rmse_std,fold_r2_mean,fold_r2_std
"2017, 2018, 2019, 2020",0.5516505259844576,0.6242735950590508,0.5071573256120255,0.2506252179303767,0.604242517306205,0.386202774372492
