fold_years,oof_accuracy,oof_macro_f1,fold_accuracy_mean,fold_accuracy_std,fold_macro_f1_mean,fold_macro_f1_std
"2017, 2018, 2019, 2020",0.12698412698412698,0.14233286582515192,0.6666666666666666,0.11785113019775792,0.3728957811194653,0.07606543888616321
