rmse_mean,rmse_std,mae_mean,mae_std,mape_mean,mape_std,r2_mean,r2_std
0.3337889422199594,0.13624742318252883,0.27123481253116233,0.08282584321472432,15.978542678318005,9.489603322755725,0.8669189217202335,0.07997556205086877
