model,baseline_clf_macro_f1,baseline_reg_rmse,baseline_reg_r2,best_model_name,cv_f1_macro,train_f1_macro,train_accuracy,oof_f1_macro,oof_accuracy,oof_n,cv_r2,train_rmse,train_r2,oof_rmse,oof_r2,rmse,r2,mae,mape,n
Baseline,0.1666666666666666,0.7381495484750084,0.0,,,,,,,,,,,,,,,,,
BestClassifier,,,,Reg2Tertile(MLP),0.6472720262193945,0.7081561901091019,0.7023809523809523,0.605959342801448,0.7083333333333334,48.0,,,,,,,,,,
BestRegressor,,,,Huber,,,,,,48.0,0.7700100798176353,0.3596058101553165,0.7626634182264745,0.4139279321580698,0.7884597020773999,,,,,
Backtest,,,,,,,,,,,,,,,,0.3518389283430306,0.8563596349451441,0.2712348125311623,15.978542678318004,36.0
