crop,yield_class,count,share
maize,0,28,0.3333333333333333
maize,1,28,0.3333333333333333
maize,2,28,0.3333333333333333
rice,0,28,0.3333333333333333
rice,1,28,0.3333333333333333
rice,2,28,0.3333333333333333
wheat,0,28,0.3333333333333333
wheat,1,28,0.3333333333333333
wheat,2,28,0.3333333333333333
