region,crop,year,forecast_method,90%tile precipitation,90%tile precipitation (mm/day),90%tile precipitation (mm/day) years,aod,avg,ch4,ch4 (ppbv),ch4 avg (ppbv),ch4 day (ppbv),ch4 night (ppbv),co avg (ppbv),co day (ppbv),co day ppbv,co night (ppbv),co ppbv,co sfc conc (ppbv),co surface concentration (ppbv),co surface mass concentration (ppbv),co_day (ppbv),co_night (ppbv),day o3,net downward shortwave radiation,net dw sw wm-2,net sw land,net sw land wm-2,o3 avg,o3 sfc mass conc.,o3 total column 0.25 deg,o3 total column 1 deg,o3_total column o3 du,ozone 0.25,ozone 1 deg.,ozone sfc mass conc.,pm2.5 ugm-3,shortwave radiation,so2 column amount,so2 column du,so2 conc (ugm-3),so2 sfc ms cnc,so2 ugm-3,surface skin temp,surface skin temp avg,surface skin temp day,surface skin temp night,surface skin temp years,total column o3 du,total column ozone dobson,total o3 column,yield_lag1,yield_lag2,yield_pred
SNB,maize,2021,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.32,1.11,1.3741552002647883
SNB,maize,2022,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.3741552002647883,1.32,1.434737173056373
SNB,maize,2023,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.434737173056373,1.3741552002647883,1.5053829931682603
SNB,maize,2024,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.5053829931682603,1.434737173056373,1.5823227719804407
SNB,maize,2025,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.5823227719804407,1.5053829931682603,1.66330201952547
SNB,maize,2026,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.66330201952547,1.5823227719804407,1.7471009240244295
SNB,maize,2027,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.7471009240244295,1.66330201952547,1.8328250497594412
SNB,maize,2028,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.8328250497594412,1.7471009240244295,1.9195723945931187
SNB,maize,2029,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,1.9195723945931187,1.8328250497594412,2.0063097884749137
SNB,maize,2030,past_only,35.92210865,,,0.39790155374999997,,,,1887.3252,1887.3252,1893.14596,,,,,,106.111778,,,,,262.3359375,,,169.57965475,,,,,,268.000145,,,,28.032456325,,,,,,10.3292455625,,28.099999925,32.371483825,23.828516025,,,,,2.0063097884749137,1.9195723945931187,2.091848300208217
SNB,rice,2021,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,2.91,2.88,3.0595933845701397
SNB,rice,2022,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.0595933845701397,2.91,3.203783514270687
SNB,rice,2023,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.203783514270687,3.0595933845701397,3.320773152129825
SNB,rice,2024,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.320773152129825,3.203783514270687,3.4101858400012377
SNB,rice,2025,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.4101858400012377,3.320773152129825,3.478512480572105
SNB,rice,2026,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.478512480572105,3.4101858400012377,3.5333940812345874
SNB,rice,2027,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.5333940812345874,3.478512480572105,3.5802063886806317
SNB,rice,2028,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.5802063886806317,3.5333940812345874,3.6213264380205485
SNB,rice,2029,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.6213264380205485,3.5802063886806317,3.6573725385994718
SNB,rice,2030,past_only,,,,0.40140535325,28.00820305,,,1887.3252,1887.3252,1893.14596,,,,,,113.55644975,,,,,,,,167.623043,,,,,,,,,,32.094070025,,,,,,10.3292455625,32.2289057,,,,,263.4256745,,262.609375,3.6573725385994718,3.6213264380205485,3.688669443202539
SNB,wheat,2021,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.38637455877235,2.7039886826306,2.3945877139294343
SNB,wheat,2022,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.3945877139294343,2.38637455877235,2.550350061527645
SNB,wheat,2023,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.550350061527645,2.3945877139294343,2.64193130372631
SNB,wheat,2024,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.64193130372631,2.550350061527645,2.6933241279426228
SNB,wheat,2025,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.6933241279426228,2.64193130372631,2.751204843692523
SNB,wheat,2026,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.751204843692523,2.6933241279426228,2.817900906251235
SNB,wheat,2027,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.817900906251235,2.751204843692523,2.88270069669291
SNB,wheat,2028,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.88270069669291,2.817900906251235,2.9429424273410785
SNB,wheat,2029,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,2.9429424273410785,2.88270069669291,3.000654826787184
SNB,wheat,2030,past_only,,35.92210865,,0.471875906,,,,,1884.79933757576,,139.18863513076923,,,152.10109546153848,,,,,126.2761748,,,1880.340279,,,,,,,,,263.979220506494,264.017948641026,,63.17437765,,,0.135476190719524,,,,,21.0648439125,29.78945305,12.340234775,,,,,3.000654826787184,2.9429424273410785,3.0566819696307395
VNS,maize,2021,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,1.682977979727368,1.6640677966101696,1.763393379889063
VNS,maize,2022,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,1.763393379889063,1.682977979727368,1.828610433453113
VNS,maize,2023,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,1.828610433453113,1.763393379889063,1.8771303634479926
VNS,maize,2024,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,1.8771303634479926,1.828610433453113,1.9190780764338866
VNS,maize,2025,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,1.9190780764338866,1.8771303634479926,1.9606041377596968
VNS,maize,2026,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,1.9606041377596968,1.9190780764338866,2.00355229437372
VNS,maize,2027,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,2.00355229437372,1.9606041377596968,2.047794032293557
VNS,maize,2028,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,2.047794032293557,2.00355229437372,2.0927874953679604
VNS,maize,2029,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,2.0927874953679604,2.047794032293557,2.1381217483829387
VNS,maize,2030,past_only,,53.634994500000005,,0.44272287925000003,,,,1900.072675,1890.46841,1909.67694,,,,,,,117.92631525,,,,,,,169.57965475,,259.0128785,267.766113,,,,,,,31.4,,,,,17.6242967,,,29.3392572625,32.969139125,25.7093754,,,,,2.1381217483829387,2.0927874953679604,2.183547259528148
VNS,rice,2021,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,2.65599495161969,2.52900256180618,2.6876002294571215
VNS,rice,2022,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,2.6876002294571215,2.65599495161969,2.7459029973078675
VNS,rice,2023,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,2.7459029973078675,2.6876002294571215,2.8048173907794394
VNS,rice,2024,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,2.8048173907794394,2.7459029973078675,2.8641220298074153
VNS,rice,2025,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,2.8641220298074153,2.8048173907794394,2.9233372302515845
VNS,rice,2026,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,2.9233372302515845,2.8641220298074153,2.9820535868003355
VNS,rice,2027,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,2.9820535868003355,2.9233372302515845,3.039846858559166
VNS,rice,2028,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,3.039846858559166,2.9820535868003355,3.096268801990158
VNS,rice,2029,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,3.096268801990158,3.039846858559166,3.150864469612246
VNS,rice,2030,past_only,,53.634994500000005,,0.455326393,,,,1900.072675,1890.46841,1909.67694,,,,,,,,125.748333,,,,,,167.623043,,,,,,,,,263.2055968,36.175,,,,,17.6242967,,,29.3861322625,33.560936,25.211328525,,,,,3.150864469612246,3.096268801990158,3.2031982966708084
VNS,wheat,2021,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.29977036376135,3.49597668652951,3.263769379620365
VNS,wheat,2022,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.263769379620365,3.29977036376135,3.417655808530151
VNS,wheat,2023,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.417655808530151,3.263769379620365,3.5685178351963884
VNS,wheat,2024,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.5685178351963884,3.417655808530151,3.6230890810484873
VNS,wheat,2025,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.6230890810484873,3.5685178351963884,3.6355982278579266
VNS,wheat,2026,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.6355982278579266,3.6230890810484873,3.673427995374403
VNS,wheat,2027,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.673427995374403,3.6355982278579266,3.741586112003743
VNS,wheat,2028,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.741586112003743,3.673427995374403,3.8051327591733575
VNS,wheat,2029,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.8051327591733575,3.741586112003743,3.845396725265368
VNS,wheat,2030,past_only,,53.634994500000005,,0.528911881,,,,,,,140.61567660357142,122.43357820714284,,,,,,,,158.797775,,155.71912839173552,,,,,,,,,265.505194727273,267.2607151071429,,69.175,,,0.133953486195349,,,,,19.76113321,27.797266025,11.725000395,,,,,3.845396725265368,3.8051327591733575,3.874415475261897
