stage,seconds
load_and_clean_data,0.6397303000048851
feature_engineering,0.00998519999848213
select_features,0.00036099999852012843
tuning_models,260.0713612000036
backtest,2.7370356999963406
forecast_trend_based,5.675278299997444
forecast_past_only,1.4723259000020334
feature_importance,4.3661372999995365
write_outputs,0.007913200002803933
total,275.0418432000006
