year,rmse,mae,mape,accuracy_within_10pct,r2,n
2018,0.48965423835017485,0.3645138098141388,26.925042081192927,41.66666666666667,0.7745848631122985,12
2019,0.27437297367790064,0.2428816969011378,10.933293374544762,41.66666666666667,0.9144667989854836,12
2020,0.23733961463180292,0.20630893087821042,10.077292579216323,75.0,0.9117051030629185,12
